"category","name","brand","sku","price","currency","vatRate","colours","swatch","accent","fabric","details","fit","roleTags","leadTime","minOrder","sizeRange","imageHint","imageUrl","supplierName","productUrl","active"
"tops","Men's Cotton Pique Polo Kariban","Kariban","K239_24083_24077","30","EUR","0","White|Black|Dark Grey|Navy|Light Grey|Red","#ffffff","#0b1f3a","","Men's Cotton Pique Polo Kariban for Yacht crew Introducing our exquisite Men's Cotton Pique Polo Kariban, meticulously designed to seamlessly blend style and comfort. Crafted from a blend of 95% cotton and 5% elastane, these polos offer the perfect balance of softness and stretch, ideal for the demanding maritime environment. Key Features Material : 95% Cotton / 5% Elastane Stitched Knit Fabric : Ensures durability and longevity. Ribbed Collar and Cuffs : Adds a touch of sophistication with a ch","man","","","1","S–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-polo-cotton-pique-kariban-624808.jpg?v=1732609840","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-polo-cotton-pique-kariban","true"
"tops","Men's Quick Dry Polo Tee Jays","Tee Jays","TJ7200","39","EUR","0","White|Black|Navy|Dark Grey","#ffffff","#0b1f3a","Made from 100% polyester (interlock) with a lightweight fabric weight of 140 gsm, ensuring breathability and long-lasting durability","Men's Quick Dry Polo Ideal for Yacht Crews Enhance your yacht crew’s uniform with the Men’s Quick Dry Polo by Tee Jays , a perfect blend of style, functionality, and performance. Designed for active maritime professionals, this polo offers unmatched comfort and sophistication for any occasion. Key Features: High-Quality Material: Made from 100% polyester (interlock) with a lightweight fabric weight of 140 gsm, ensuring breathability and long-lasting durability. Moisture-Wicking Technology: Advan","man","","","1","S–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/quick-dry-polo-tee-jays-980487.jpg?v=1732609927","Marina Yacht Wear","https://www.marinayachtwear.com/products/quick-dry-polo-tee-jays","true"
"tops","Men’s Quick Dry Polo HENBURY","HENBURY","H475_31299_31295","30","EUR","0","White|Red|Navy|Black|Dark Grey|Light Grey|Beige|Bright Jade|Turquoise","#ffffff","#0b1f3a","Crafted from 100% CoolPlus® polyester , this polo features advanced moisture-wicking technology to keep you dry and comfortable during long hours at sea","Men’s Quick Dry Polo by Henbury, ideal for yacht crews Enhance your yacht crew’s uniform with the Men’s Quick Dry Polo by Henbury. Designed to offer the perfect blend of performance, style, and comfort, this polo is tailored for maritime professionals who value practicality and sophistication. Key Features Premium Material: Crafted from 100% CoolPlus® polyester , this polo features advanced moisture-wicking technology to keep you dry and comfortable during long hours at sea. Micro-Piqué Texture:","man","","","1","S–TBD","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-short-sleeve-quick-dry-polo-henbury-757466.jpg?v=1732609931","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-quick-dry-polo-henbury","true"
"shirts","Men’s Long Sleeve Polo Shirt Tee Jays","Tee Jays","TJ1406","39","EUR","0","White|Navy|Black","#ffffff","#0b1f3a","","Elegance and Comfort for Yacht Crews Elevate your yacht crew’s uniform with our Men’s Long Sleeve Polo Shirt Tee Jays , designed for style, comfort, and durability. Perfectly tailored for life on board, this premium polo shirt combines timeless elegance with practical functionality, ensuring your crew looks polished and professional in any maritime setting. Men’s Long Sleeve Polo Shirt Tee Jays Key Features 1. Superior Fabric Composition Crafted from 215 g/m² fabric , made of 95% ringspun cotton","man","","","1","S–TBD","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-long-sleeve-polo-shirt-tee-jays-819188.jpg?v=1732609823","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-long-sleeve-polo-shirt-tee-jays","true"
"tops","Men's Luxury Stripe Stretch Polo","Tee Jays","TJ1407","39","EUR","0","White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","","The Ultimate Polo for Yacht Crews Introducing the Men's Luxury Stripe Stretch Polo , the perfect choice for yacht crews and maritime professionals seeking a balance of style, comfort, and durability. Designed with precision and certified by the Organic Content Standard (OCS) , this polo is a sustainable and ethical choice for life at sea. Premium Fabric for Active Seafarers Crafted from 95% ringspun and combed cotton and 5% elastane , this 215 g/m² fabric ensures a soft, breathable feel with jus","man","","","1","S–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/luxury-stripe-stretch-polo-180551.jpg?v=1732609782","Marina Yacht Wear","https://www.marinayachtwear.com/products/luxury-stripe-stretch-polo","true"
"shirts","Men's Bio T-Shirt V-Neck","Tee Jays","TJ8006","12","EUR","0","Dark Grey|Black|White|Navy","#ffffff","#0b1f3a","Certified organic cotton for minimal environmental impact","Sustainable Style and Comfort for Yacht Crews Elevate your yacht crew’s uniform with the Men’s Bio V-Neck T-Shirt , a perfect combination of eco-conscious materials, sophisticated style, and superior durability. Designed specifically for the demanding lifestyle of yacht crews, this T-shirt reflects the luxury and professionalism expected in the maritime industry. Sustainability Meets Premium Comfort Crafted from 100% OCS-certified organic ringspun combed cotton , these T-shirts are a testament t","man","","","1","S–3XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-bio-t-shirt-v-neck-988280.jpg?v=1732609782","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-bio-t-shirt-v-neck-tee-jays","true"
"shirts","Men's Technical T-shirt UPF 30","Just Cool","JC001","12","EUR","0","Red|White|Navy|Black|Dark Grey|Blue|Silver|Light Grey","#ffffff","#0b1f3a","the same fabric as the t-shirt, ensuring longevity and resilience","Introducing our exceptional Men's Technical T-shirt UPF 30, meticulously designed for yacht uniforms Seamlessly blending sporty style with remarkable functionality. These precision-crafted uniforms feature set-in sleeves for a polished appearance and superior comfort. Innovative Fabric Technology: Crafted from innovative AWDis Neoteric™ Recycled Fabric , our Men’s Technical T-shirt UPF 30 offers an unparalleled fusion of sustainability and performance. This environmentally friendly fabric is com","man","","","1","S–TBD","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-technical-t-shirt-upf-30-903481.jpg?v=1732609828","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-technical-t-shirt-upf-30","true"
"bottoms","Men’s Premium Short Sleeve T-Shirt","Tee Jays","TJ5000","18","EUR","0","White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","160 gsm 100% combed ringspun cotton (single jersey)","The Ultimate Choice for Yacht Crews Elevate your yacht crew’s wardrobe with the Men’s Premium Short Sleeve T-Shirt , a seamless blend of comfort, style, and sustainability. Designed with the needs of yacht professionals in mind, this t-shirt is crafted from 160 gsm 100% combed ringspun cotton, delivering unmatched softness, durability, and eco-conscious luxury. Why Choose the Men’s Premium Short Sleeve T-Shirt for Your Yacht Crew? 1. Luxurious Comfort Made from high-quality long-staple combed ri","man","","","1","S–3XL","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-premium-short-sleeve-t-shirt-919985.jpg?v=1732609926","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-short-sleeve-t-shirt-premium","true"
"shirts","Men’s Technical Long sleeve T-shirt","Just Cool","JC002","15","EUR","0","White|Black|Navy|Dark Grey|Red","#ffffff","#0b1f3a","100% lightweight polyester (140 g/m²)","Performance and Style for Yacht Crews Introducing the Men’s Technical Long Sleeve T-Shirt , the ultimate blend of functionality, style, and sustainability tailored for yacht crews. Designed to meet the unique demands of maritime life, this lightweight, high-performance garment ensures your team stays comfortable and polished during every task on board. Built for Maritime Performance Crafted from 100% polyester with a lightweight 140 g/m² fabric , this technical long sleeve T-shirt is ideal for y","man","","","1","S–2XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-technical-long-sleeve-t-shirt-221480.jpg?v=1732609929","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-technical-long-sleeve-t-shirt","true"
"shirts","Men’s long sleeve T-shirt Premium","Tee Jays","TJ530","20","EUR","0","White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","Made from 220gsm organic cotton, this T-shirt offers a soft, luxurious feel and breathable comfort—essential for life at sea","Sustainable Style for Yacht Crews Discover the Men’s Long Sleeve T-Shirt Premium , the perfect blend of comfort, durability, and eco-conscious style for professional yacht crews. Crafted with 100% OCS-certified organic ringspun combed cotton, this premium long-sleeve T-shirt is ideal for maritime professionals who value high-quality, sustainable apparel. Designed for Yacht Crew Comfort and Durability Superior Fabric: Made from 220gsm organic cotton, this T-shirt offers a soft, luxurious feel and","man","","","1","S–XXXL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-long-sleeve-t-shirt-premium-tee-jays-448778.jpg?v=1732609925","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-long-sleeve-t-shirt-premium-tee-jays","true"
